SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
30501111021,48,0,441,175,0,1,225,1
30501111022,27,1716,777,510,1958,1.2,1536,2.1
30501111023,30,1774,947,428,2166,1.2,1798,1.9
30501111024,29,1571,746,330,1583,1.3,990,1.7
30501111025,28,1894,963,440,2017,1.2,1446,1.7
30501111026,28,1677,1062,450,2338,1.2,1951,1.9
30501111027,27,1915,995,478,2100,1.2,1682,1.7
30501111028,29,1750,1002,460,2011,1.2,1597,1.8
30501111029,33,1725,991,430,2250,1.2,1718,1.9
30501111030,22,0,355,265,0,1,0,1
30501111031,26,1982,892,450,1937,1.2,1331,1.8
30501111032,31,1560,933,433,2020,1.2,1512,1.6
30501111033,41,2423,1054,525,2874,0.9,2107,1.9
30501111034,29,2700,1005,470,2107,1.2,1762,1.9
30501111035,24,2300,448,530,2156,1.1,1924,1.7
30501111036,32,2032,988,400,2181,1.2,1821,2
30501111037,35,2200,1514,630,3139,1.1,2437,2
30501111038,30,2062,1548,580,3045,1.1,2230,1.7
30501111039,30,1700,1142,450,2200,1.1,1769,1.7
30501111040,31,1609,1267,462,2420,1.2,2093,1.9
30501111041,34,2063,996,450,2659,1.1,2080,2
30501111101,33,1329,967,400,2143,1.1,1769,1.8
30501111102,31,1430,1137,435,2652,1.4,2351,2.3
30501111103,30,1400,837,390,1937,1.2,1605,1.9
30501111104,34,1500,914,400,1974,1.2,1798,1.8
30501111105,33,1517,1001,428,1958,1.1,1659,1.8
30501111106,34,1630,968,355,2125,1.1,1476,1.9
30501111107,33,1697,941,425,2607,1,2076,2.1
30501111108,31,2059,893,403,2211,1,1880,2.1
30501111109,35,3043,1023,418,3187,0.9,2125,2.2
30501111110,30,1600,936,400,2347,1.1,1933,2.1
30501111111,34,1950,1028,395,2643,1.1,1920,2.1
30501111112,31,1800,955,450,2333,1,1931,2
30501111114,33,1697,795,380,2288,1.1,1671,1.8
30501111115,40,2500,357,170,1583,0.9,1583,2
30501111202,31,1300,655,350,1449,1.1,1083,2
30501111204,32,2075,809,350,2096,1.1,1545,2.5
30501111205,45,1319,708,263,2666,1,687,1.7
30501111206,34,2100,847,400,2607,1,1625,2.2
30501111207,35,2167,828,523,2405,0.9,2068,2.6
30501111208,38,2054,756,360,2833,0.9,1775,2.5
30501111209,33,2600,911,360,3035,0.9,2125,2.5
30501111210,35,3088,943,420,3283,0.9,2283,2.7
30501111211,36,2984,766,340,2521,0.9,1662,2.4
30501111212,34,2250,1043,420,2895,0.9,2291,2.5
30501111213,35,2383,961,400,2799,1,2062,2.6
30501111215,36,1714,848,380,2725,0.9,1800,2.3
30501111216,37,2167,1062,440,2843,0.9,2206,2.4
30501111217,35,1847,941,380,2694,0.9,1781,2.1
30501111218,34,2300,1065,400,2471,0.9,1968,2.4
30501111221,32,1817,1204,403,2462,1.1,1780,1.8
30501111222,33,2600,881,535,3049,0.9,2437,3
30501111224,46,2210,1547,590,3136,0.9,2437,2
30501111225,34,2000,1548,543,3055,1.1,2430,2.1
30501111226,36,2111,1398,500,3041,1.2,2514,2.1
30501111227,42,2700,1412,600,3343,0.9,3043,2.3
30501111228,41,2000,1272,533,3125,0.9,2218,2.1
30501111229,31,1915,1344,505,2734,1.1,2273,1.9
30501111230,32,3237,1482,685,3799,1,3666,2.6
30501111231,31,2126,1171,470,2305,1.2,1978,1.9
30501111232,33,1733,1253,490,2781,1.1,2206,2
30501111233,33,1972,1562,450,2571,1.1,2237,1.7
30501111234,30,1950,1158,420,2416,1.2,1909,1.8
30501111235,30,1950,1358,500,2456,1.3,2166,2
30501111236,32,1954,1356,480,2619,1.2,2239,2
30501111237,32,2000,1289,480,2478,1.2,2108,1.9
30501111238,33,1777,823,390,1924,1.1,1428,2
30501111239,32,1800,1344,440,2838,1.2,2208,1.9
30502111301,36,2763,1414,505,3812,0.8,3250,2.9
30502111302,37,2412,1091,370,2886,0.8,1856,2.2
30502111303,37,3017,1353,540,4374,0.8,3980,3.2
30502111304,36,2100,1297,380,2803,0.8,2129,2.1
30502111305,35,2000,1343,460,3055,0.8,2324,2.1
30502111306,40,3600,1312,513,3863,0.8,3383,2.8
30502111307,39,2729,1300,550,3687,0.8,3360,3
30502111308,39,3467,1362,500,3694,0.8,3094,2.6
30502111309,39,3484,1399,650,3949,0.8,3550,2.8
30502111310,36,2139,1290,478,3047,0.8,2419,2.4
30502111401,55,3762,828,513,4650,0.8,4083,3
30502111402,38,3250,1532,530,4539,0.8,3461,2.8
30502111403,37,3500,1439,590,4634,0.8,3937,2.9
30502111404,41,2968,1525,620,3926,0.8,3528,2.6
30502111405,41,2600,1366,645,3895,0.8,3399,2.7
30502111406,36,3000,1388,550,4041,0.8,3722,3.1
30502111407,38,2871,1362,485,3542,0.8,2750,2.4
30502111408,36,2383,1197,400,2577,0.8,2105,2.3
30502111409,43,2400,1479,550,3307,0.8,2663,2.2
30502111410,44,1975,1447,500,2986,0.9,2267,1.9
30502111411,37,2500,1294,415,3160,0.8,2285,2.1
30502111412,35,2600,1354,393,3772,0.8,2446,2.3
30502111413,37,4333,1411,400,4187,0.8,3353,2.9
30502111501,57,1617,1160,500,2722,0.7,2053,1.8
30502111502,34,1950,1090,410,2916,0.8,2152,2.2
30502111503,32,3000,890,450,3166,0.8,2262,2.6
30502111504,31,2123,983,360,2374,0.9,1715,2.2
30502111506,35,2167,1218,418,3100,0.8,2531,2.4
30502111507,34,2288,1027,360,2930,0.8,2221,2.3
30502111508,35,2702,1073,405,2874,0.9,2050,2.3
30502111510,28,2850,844,365,3150,0.9,2395,2.8
30502111511,35,2300,841,333,2250,0.9,1398,2
30502111512,34,1973,867,330,2166,0.8,1375,1.9
30502111513,32,2600,1042,460,2968,0.8,2340,2.5
30502111514,31,1995,1162,445,2963,0.9,2299,2.4
30502111515,30,1541,1209,410,2449,1.2,2029,1.6
30502111516,28,1509,1125,400,2250,1.2,1875,1.9
30502111517,34,2650,887,375,2299,0.9,1843,2.3
30502111518,31,2600,1352,550,3166,1,2542,2.1
30502111601,42,3497,1258,445,4333,0.8,3625,3
30502111602,36,3250,1505,608,3928,0.8,3422,2.9
30502111603,37,3500,1593,775,5500,0.8,5227,3.3
30502111604,37,3467,1328,725,4908,0.8,4741,3.2
30502111605,38,1970,1307,393,3386,0.8,2109,2.1
30502111606,36,2167,1246,460,2941,0.8,2292,2.3
30502111607,40,4000,1411,755,4809,0.8,4579,3.1
30502111608,38,2245,1364,390,3250,0.8,2262,2.2
30502111609,43,3463,1424,550,4568,0.8,3937,2.7
30502111610,34,2474,1218,420,3183,0.8,2694,2.5
30502111611,36,3000,1406,450,3974,0.7,2954,2.4
30502111701,38,2526,1292,520,3107,0.8,2680,2.6
30502111702,36,2550,1403,490,3596,0.8,3156,2.8
30502111703,35,1843,1255,450,2812,0.7,2225,2.4
30502111704,33,2000,1156,400,2732,0.9,2196,2.1
30502111705,33,1701,1088,400,2267,0.8,1907,1.9
30502111706,32,2600,1148,475,2821,0.8,2431,2.6
30502111707,31,1909,1125,435,2525,0.8,2200,2.2
30502111708,35,1993,575,0,2499,1.3,1074,2.3
30502111709,33,2400,1451,500,3474,0.8,3068,2.8
30502111710,32,2000,1238,445,2681,0.9,2233,2.2
30502111711,31,1781,1069,410,2328,0.8,2009,2.1
30502111712,37,2809,1518,548,3643,0.8,3031,2.9
30502111713,33,2448,1425,473,3615,0.8,3360,2.9
30502111714,37,2600,1233,520,3291,0.8,2769,2.8
30502111715,38,3422,1259,380,3833,0.8,3387,3
30502111717,36,2976,1261,460,4100,0.8,2928,2.9
30502111718,37,2643,1145,560,3367,0.8,3152,3.2
30502111719,33,1902,1207,455,2821,0.8,2256,2.2
30502111720,36,2809,1189,410,3468,0.9,2833,3
30502111721,39,3000,1302,435,3916,0.8,3143,2.9
30502111722,0,0,0,0,0,0,0,0
30502111723,30,1950,1247,460,2419,0.8,2236,2.2
30502111724,31,1733,1093,435,2460,0.8,2058,2.1
30502111725,32,1941,1161,390,2522,0.8,1875,2
30502111726,38,2809,1214,445,3750,0.8,3218,3
30502111727,34,2100,1161,390,2439,0.9,1982,2
30502111728,34,1960,1246,400,3045,0.9,2217,2.2
30502111729,0,0,0,0,0,0,0,0
30502111730,31,1850,1211,450,2725,0.8,2152,2.1
30502111731,34,2167,1266,445,2791,0.8,2172,2.1
30502111732,36,2200,1316,380,3100,0.8,2189,2.1
30502111733,36,1989,1091,365,2700,0.9,1562,1.9
30502111734,38,2520,915,600,3483,0.8,3236,3
30502111735,35,1991,1111,450,2407,0.8,2129,2.5
30502111801,32,2158,949,375,2187,0.9,1812,2.4
30502111802,36,2620,1447,420,3250,0.8,2916,2.7
30502111803,33,2600,1368,550,3696,0.8,3434,3.1
30502111804,39,3000,1375,550,4437,0.8,4031,3
30502111805,35,3250,1208,415,3687,0.8,3021,3
30502111806,33,3033,1310,505,3730,0.8,3461,3
30502111807,35,2600,1379,510,3643,0.8,3291,2.8
30502111808,30,2000,1215,435,2725,0.9,2250,2.2
30502111809,33,2600,1435,490,3696,0.8,3315,2.8
30502111810,35,2191,1394,450,3312,0.8,2733,2.4
30502111811,33,2632,1390,430,3727,0.8,2963,2.6
30502111812,34,2600,1333,400,3517,0.8,2527,2.5
30502111813,51,6500,1485,635,4772,0.7,4516,2.5
30502111814,37,2279,1271,440,3028,0.8,2157,2.1
30502111815,35,3175,856,390,3291,0.8,3027,2.7
30503111901,0,0,0,0,0,0,0,0
30503111905,33,2500,1366,400,3437,0.8,2799,2.4
30503111906,35,2400,1230,455,3750,0.8,3031,2.6
30503111909,31,2167,1064,390,2550,0.9,1929,2
30503111910,16,0,0,0,0,0,0,0
30503111911,34,1966,1271,450,2722,0.8,2236,2.2
30503111912,43,4000,1465,410,4416,0.7,3583,2.6
30503111913,33,2000,1208,450,2321,1.1,1898,1.8
30503111914,34,1907,1181,380,2449,0.8,2097,2.1
30503111915,37,1800,1302,500,2536,1,2184,1.8
30503111916,78,1187,833,340,1354,0.7,1168,1.5
30503111917,28,1480,1171,440,2349,1,1930,1.8
30503111918,30,1582,1263,405,2303,1.1,1967,1.7
30503112001,38,2762,1537,560,4662,0.8,4543,3
30503112002,34,2460,1305,370,3523,0.8,2687,2.6
30503112003,36,2392,1333,528,3833,0.8,3416,2.8
30503112004,34,1595,1092,360,2349,0.8,1774,1.8
30503112005,33,2496,1398,440,3457,0.8,3125,2.7
30503112006,33,1733,1007,355,2202,0.9,1562,1.7
30503112007,30,1733,1086,383,2482,0.8,2030,2
30503112008,31,1733,1051,400,2412,0.9,2159,2.2
30503112009,33,1653,1134,360,2416,0.8,1787,2
30503112010,36,2800,1353,510,3750,0.8,3324,2.9
30503112011,38,2600,1076,420,3208,0.8,3011,3
30503112012,37,3385,1308,450,4594,0.8,3416,2.8
30503112013,42,3250,1550,530,4821,0.8,4555,3
30503112014,0,0,0,0,0,0,0,0
30503112015,38,2600,1216,478,3042,0.9,2874,3.1
30503112016,41,2450,1303,500,3326,0.8,3166,3
30503112101,41,3050,1190,390,4521,0.8,3562,2.9
30503112102,43,4333,1600,675,4982,0.7,4718,3
30503112103,43,5000,1416,900,4693,0.7,4591,3.3
30503112104,46,2800,1197,370,3384,0.7,2200,2.1
30503112105,41,2000,1034,400,2374,0.8,1703,1.9
30503112106,37,2000,1089,350,2619,0.8,1882,1.8
30503112107,37,1950,1120,380,2716,0.8,1886,2
30503112108,37,3100,1224,500,4250,0.8,3531,2.9
30503112109,34,1517,1115,380,2319,0.8,1625,1.7
30503112110,39,1747,1036,383,2750,0.8,2033,2
30503112111,39,3683,1394,678,5087,0.8,4726,3.1
30503112112,57,2600,1163,530,2687,0.9,1656,1.8
30503112201,40,1600,1123,375,2531,0.8,1836,1.9
30503112202,34,1733,1035,330,2326,0.8,1590,1.9
30503112203,44,2000,1093,340,3050,0.7,2048,2.1
30503112204,39,3000,1115,378,3541,0.8,2541,2.5
30503112205,44,4333,1865,500,5278,0.7,4733,2.9
30503112206,38,1639,1145,350,2639,0.7,1802,1.9
30503112207,38,2000,1042,355,2971,0.7,1882,2.2
30503112208,38,3575,1281,460,4750,0.7,3405,2.8
30503112209,35,1680,1132,340,2399,0.9,1644,1.8
30503112210,43,2842,1265,740,4437,0.8,4250,3.3
30503112211,36,2635,1195,400,3944,0.8,2931,2.8
30503112212,41,2134,1034,340,3022,0.8,1841,2.1
30503112213,35,2000,1032,330,2250,0.9,1723,2
30503112214,32,1625,1029,335,2269,0.9,1601,1.9
30503112215,33,1582,1054,370,2293,0.9,1865,2
30503112216,40,1717,1164,343,2922,0.7,1666,2
30503112217,39,1717,1037,360,2687,0.8,1968,2.3
30503112218,33,1625,1080,330,2437,0.9,1604,1.9
30503112219,36,1800,987,360,2483,0.8,1705,2.1
30503112220,35,1517,1132,380,1886,0.8,1708,1.8
30503112221,39,3000,1307,350,4727,0.8,2476,2.6
30503112222,36,2500,1229,340,3542,0.8,2202,2.5
30503112223,36,2500,769,360,3178,0.8,2036,2.4
30503112224,40,2167,1150,355,3463,0.8,2016,2.4
30503112301,37,2735,1138,495,3615,0.8,3222,2.9
30503112302,39,3017,1486,405,4091,0.8,3466,2.7
30503112303,35,3000,1513,520,4083,0.8,3750,2.9
30503112304,39,1843,1203,500,2295,0.8,1741,2.2
30503112305,36,2400,1398,480,3799,0.8,3281,2.9
30503112306,33,2372,1375,330,3795,0.9,2542,2.6
30503112307,38,2673,1222,543,3954,0.8,3270,2.9
30503112308,34,2817,1369,540,4516,0.9,3910,3.2
30503112309,36,2700,1171,350,4522,0.8,3274,3
30503112310,37,2900,1333,403,4042,0.8,3650,3.1
30503112401,37,2600,1091,365,2424,0.8,2096,2.4
30503112402,46,3484,1393,400,3600,0.8,2949,2.3
30503112403,38,3300,1288,325,4607,0.8,2416,2.3
30503112405,44,2000,1131,390,2535,0.8,1908,2
30503112406,35,1700,1037,358,2445,0.8,1816,1.9
30503112407,38,1950,1098,380,2633,0.8,1729,2.1
30503112408,48,2300,867,525,2550,0.7,1735,1.9
30503112409,50,2500,1261,375,3214,0.7,2062,2
30503112410,40,5500,1489,1000,5346,0.8,5428,3.4
30503112411,36,4027,1408,730,4845,0.8,4609,3.2
30503112412,47,4442,1303,1270,4659,0.7,4770,3.2
30503112413,45,2150,1428,440,2865,0.9,2006,1.6
30503112414,48,1599,1209,420,2446,0.9,1804,1.6
30503112415,40,1924,1429,445,2274,1.1,2039,1.6
30503112416,41,1907,1220,390,2333,1.2,1762,1.6
30503112417,43,2275,1363,505,2750,0.9,2146,1.7
30503112418,39,1733,1221,390,2535,1.1,1611,1.5
30503112501,42,3300,1197,440,4545,0.7,3650,2.7
30503112502,35,3000,1220,535,3382,0.8,3055,2.9
30503112503,36,2739,1255,700,3250,0.7,2916,2.6
30503112504,45,1733,1189,585,2646,0.7,2171,2.2
30503112505,47,0,1562,0,0,0,0,0
30503112506,45,3500,1029,560,3399,0.7,2386,2.5
30503112507,39,2650,1211,628,3799,0.7,3194,2.7
30503112508,38,3033,1358,485,3982,0.8,3478,2.8
30503112509,43,3467,922,525,3625,0.7,2650,2.9
30503112510,46,3000,1219,500,4555,0.7,3594,2.8
30503112511,37,3000,1232,510,3863,0.8,3525,2.8
30503112512,41,3467,1368,520,4611,0.8,3571,3
30503112513,39,2914,1209,430,3824,0.8,2928,2.7
30503112601,32,1993,1026,473,2928,0.8,2452,2.6
30503112602,29,2245,933,420,2807,0.9,2086,2.4
30503112603,31,2029,957,380,2750,0.8,2023,2.1
30503112604,33,2558,1068,500,2887,0.9,2592,2.6
30503112605,29,2817,1041,450,3410,0.9,2824,2.8
30503112606,27,1720,844,400,2843,0.9,2125,2.7
30503112607,25,2184,697,480,2531,0.9,1974,2.7
30503112608,33,2000,971,400,2312,1,1868,2.2
30503112609,31,1549,956,373,2285,1,1697,2
30503112610,31,1955,662,350,1718,1,1257,2.2
30503112611,29,2167,779,400,2289,0.9,2007,2.4
30503112612,33,2167,1047,430,3374,0.9,2399,2.5
30503112613,29,2600,995,476,2908,0.8,2208,2.5
30503112614,43,2300,681,388,3136,0.8,2315,2.3
30503112616,28,4000,3500,0,8000,1,8000,4
30503112618,41,2208,530,300,2750,1,1575,2.5
30503112619,21,0,345,335,1125,1.2,588,1.4
30503112620,26,0,0,0,0,0,0,0
30503112621,26,2034,615,320,1687,1.2,1215,2.1
30503112622,27,1843,818,400,1783,1.4,1505,2
30503112623,28,1733,762,405,2150,1.2,1478,1.9
30503112625,26,1491,635,430,1765,1.3,1480,2.1
30503112626,25,1800,595,450,2029,1.1,1642,2.5
30503112627,28,1624,804,383,1699,1.4,1375,1.9
30503112628,27,1599,613,390,1463,1.2,1007,1.8
30503112701,36,2600,1072,350,3600,0.8,2874,2.8
30503112702,34,2850,1179,497,4750,0.8,3607,2.9
30503112703,38,2550,1177,500,3981,0.8,3437,2.9
30503112704,30,1863,1026,365,2227,0.9,1675,2
30503112705,32,2000,925,350,2136,0.9,1694,2.1
30503112706,31,1800,1067,400,2727,0.9,2110,2.2
30503112707,57,2327,483,580,3437,0.8,1458,2.4
30503112708,34,2009,1119,478,2750,0.8,2374,2.6
30503112709,29,2167,892,390,2874,0.9,1930,2.4
30503112710,35,2253,1052,380,3437,0.8,2874,2.7
30503112801,36,2167,1687,560,3426,0.9,3039,1.9
30503112802,35,2000,1681,455,3380,1,2357,1.7
30503112804,35,1842,1340,464,2474,0.9,2218,1.9
30503112806,33,2167,958,395,2636,0.9,1802,1.8
30503112807,62,1925,1478,750,3549,0.7,2916,1.9
30503112808,37,1800,1188,425,2720,0.9,2172,2
30503112809,30,1548,949,438,2416,1,2031,2.1
30503112810,34,0,612,335,1699,1,537,1.3
30503112813,38,2167,1325,420,3542,0.8,2141,1.9
30503112814,40,5417,1568,655,4974,0.7,4652,2.8
30503112815,41,2730,1672,540,3812,0.9,2954,2.1
30503112816,57,2654,1933,680,4899,0.7,4449,2
30503112817,39,2000,1472,465,3230,0.8,2722,2
30503112818,36,2000,1640,550,3392,1,2720,1.9
30503112819,42,1850,1713,488,3480,1,2340,1.6
30503112820,28,1724,1233,445,2544,1.1,2060,1.7
30503112821,34,2167,1658,520,3291,1,2437,1.8
30503112822,31,1733,1629,485,3107,1,2250,1.7
30503112823,35,1999,1614,520,3270,1,2739,1.8
30503112824,40,2300,1718,540,3727,0.9,2490,1.7
30503112825,68,2143,1333,620,3291,0.8,2107,1.7
30503112826,28,1398,1017,360,1989,1.1,1269,1.4
30503112827,33,2361,1792,690,4062,1,3205,1.8
30503112828,35,2167,1616,545,3291,1,2536,1.8
30503112829,29,1712,1406,420,2426,1.1,2027,1.6
30503112830,33,2149,1587,500,3283,0.9,2710,1.9
30503112831,58,2286,1924,650,4633,0.7,3843,1.8
30503112832,36,2227,1937,605,3656,0.9,2777,1.6
30503112833,33,1517,882,320,1825,1.1,1161,1.5
30503112834,29,1517,1010,385,1921,1.1,1528,1.6
30503112835,31,1520,1723,450,3178,1.1,2227,1.5
30503112836,29,1734,1267,420,2238,1.1,1984,1.6
30503112837,32,2000,1610,580,3549,1,2562,1.8
30503112838,31,2084,1836,600,3517,1,3144,1.7
30503112839,32,1940,1365,420,2615,1.1,1955,1.6
30503112840,33,2021,1657,450,3250,1.1,2422,1.7
30503112841,30,1871,1220,435,2288,1.1,1947,1.6
30503112842,28,1444,925,345,1781,1.1,1264,1.4
30503112843,31,2442,1642,550,3295,1.1,2710,1.9
30503112844,30,2221,1481,595,2781,1,2341,1.7
30503112845,29,1408,1228,400,2250,1.2,1735,1.5
30503112846,30,1517,1282,430,2324,1.1,1883,1.6
30503112847,31,1949,1129,420,2095,1.1,1802,1.7
30503112901,38,3467,1339,470,4687,0.8,3886,2.9
30503112902,37,2300,1328,370,4525,0.8,2791,2.4
30503112903,34,2383,1173,345,3444,0.8,2062,2.2
30503112904,34,3038,1312,385,4600,0.8,2294,2.5
30503112905,39,3500,1491,545,5045,0.7,4694,3.2
30503112906,36,2167,1262,455,3666,0.8,2888,2.6
30503112907,34,2384,1231,438,2899,0.8,2312,2.4
30503112908,36,2921,1117,500,3750,0.9,3392,3.2
30503112909,38,2742,969,340,3700,0.8,2687,2.6
30503112910,47,2625,935,481,4600,0.8,4374,3.2
30503113001,28,2000,1199,450,2594,0.9,2225,2
30503113003,32,1746,1096,360,2531,0.9,2033,2
30503113004,32,2500,1223,430,3214,0.8,2187,2.2
30503113005,31,2000,1062,370,2750,0.9,2159,2.3
30503113006,29,2300,1088,405,2812,0.9,2222,2.2
30503113007,33,2200,1169,380,2481,0.8,2018,2.2
30503113008,38,1809,879,330,2125,0.8,1380,1.7
30503113009,33,2084,1121,315,2812,0.8,1850,2
30503113010,37,3000,1384,390,3968,0.9,3225,2.9
30503113011,36,3030,1237,490,3333,0.8,3103,2.9
30503113012,37,3683,1199,520,4821,0.8,4250,3.1
30503113013,38,2000,894,345,2843,0.8,1906,2.2
30503113014,36,2549,1309,355,3562,0.9,2360,2.8
30503113015,33,2500,1131,382,3125,0.8,2304,2.5
30503113016,32,2773,1230,500,4125,0.9,3374,2.8
30503113017,30,1500,949,385,2277,1,1416,1.6
30503113018,30,1517,1116,420,2351,1,2088,1.9
30503113101,41,2950,847,318,3937,0.8,3083,2.8
30503113102,39,3055,1281,415,4405,0.8,3899,3
30503113103,35,2723,1302,350,3772,0.8,3339,2.8
30503113104,36,2600,1089,400,3625,0.9,2656,2.8
30503113105,34,1800,1051,330,2227,0.9,1726,2.1
30503113106,37,1614,1221,360,2799,0.9,1947,2
30503113107,35,2300,1084,360,2696,0.8,2011,2.2
30503113108,33,1625,953,400,2297,1,1875,1.9
30503113111,33,1800,1044,330,2403,0.9,1899,2.1
30503113113,36,2355,964,300,3250,0.8,1946,2.1
30503113115,31,1720,1093,420,2440,0.9,1881,1.9
30503113116,38,1950,1168,383,2600,0.7,2059,1.9
30503113117,32,1668,1277,455,2633,0.8,2120,2.1
30503113118,35,2400,1297,350,3382,0.9,2750,2.6
30503113119,38,2733,1449,440,4041,0.8,3143,2.7
30503113120,39,3290,1450,700,4809,0.8,4666,3.2
30503113121,36,3033,1288,350,4673,0.9,3750,3.1
30503113122,34,2500,1113,350,3383,0.9,2519,2.6
30503113123,32,1873,907,328,1899,0.9,1562,1.9
30503113124,29,1517,1127,390,2402,0.9,1851,1.8
30503113125,32,1761,1080,400,2117,0.9,1664,1.9
30503113126,31,2058,1114,370,2791,0.9,1760,2
30503113127,31,2600,1035,360,2250,1.1,1970,2.1
30503113128,29,1892,1125,430,2374,0.9,2009,1.8
30503113129,30,1101,756,305,1562,1.1,1105,1.5
30503113130,31,2120,1036,410,2235,0.9,1739,2
30504113201,41,2463,1257,463,4050,0.8,3727,3
30504113202,38,1473,972,375,2694,0.8,1542,2.2
30504113203,36,2769,1062,400,3457,0.8,2700,2.8
30504113204,42,2386,1072,380,3390,0.8,2733,2.8
30504113205,38,3071,1129,545,3666,0.8,3441,3.2
30504113206,40,3000,1292,600,4515,0.9,3687,3.2
30504113207,39,2167,1254,503,3905,0.8,3159,3
30504113208,25,3000,787,470,3899,0.9,3480,3.3
30504113209,40,3000,1135,503,4874,0.8,4083,3.1
30504113210,39,2167,863,450,2708,0.8,2196,2.7
30504113211,40,3375,1256,610,4874,0.8,4714,3.4
30504113212,39,3000,1414,530,4519,0.8,4062,3.3
30504113213,40,3258,1216,750,4673,0.8,4449,3.3
30504113214,42,3200,1346,491,3971,0.8,3666,3.1
30504113215,42,2974,1354,510,4250,0.8,3349,3
30504113216,40,2250,1030,460,3520,0.8,2416,2.7
30504113217,37,2817,1294,461,3714,0.8,3017,2.6
30504113218,37,1733,980,370,2174,0.8,1794,1.9
30504113219,37,2878,1175,465,4518,0.8,3305,3
30504113220,34,2729,1106,495,4545,0.8,3600,3
30504113221,38,2019,1021,395,3725,0.9,2750,2.9
30504113222,45,2982,1033,343,2905,0.9,2139,2.9
30504113223,40,2596,1052,475,3687,0.8,3225,3
30504113224,36,2866,1329,525,3772,0.8,3068,3
30504113225,34,2809,1325,650,4083,0.9,3809,3.3
30504113226,39,2500,1164,473,3675,0.8,3285,2.9
30504113227,37,2420,1322,500,4305,0.8,3656,3
30504113228,45,3000,1197,535,3860,0.8,3272,2.8
30504113229,34,1733,1159,420,2374,0.8,1899,1.9
30504113230,32,2626,1129,418,3666,0.8,2849,2.5
30504113231,34,1647,1187,440,2489,0.9,2147,2.1
30504113301,28,2600,1069,370,4050,0.8,2818,2.6
30504113302,38,3000,1511,700,4937,0.8,4374,3
30504113303,30,3467,991,330,3437,0.9,2178,2.5
30504113304,35,2786,1159,500,4083,0.8,3187,2.8
30504113305,38,3972,1464,580,4852,0.8,4722,3.1
30504113306,45,2167,1303,504,3143,0.7,2154,1.9
30504113307,41,1733,1163,460,2517,0.9,1910,1.8
30504113308,30,1427,1061,360,2250,0.8,1614,1.6
30504113309,50,1625,1008,390,2337,1,1800,1.8
30504113310,29,2058,789,400,2774,0.8,2105,2.1
30504113311,29,1575,978,350,2150,0.9,1776,1.9
30504113312,31,1628,903,380,2318,0.9,1875,2.4
30504113313,33,3200,1108,450,4208,0.9,3229,2.9
30504113401,37,2859,1551,540,4609,0.9,3957,3.1
30504113402,32,3250,1307,475,4528,0.9,3536,2.9
30504113403,35,2507,1125,488,3349,0.9,2600,2.7
30504113404,36,2828,1451,513,4321,0.9,3613,3
30504113405,35,2600,1387,475,3700,0.8,3220,2.8
30504113406,39,2750,1364,550,4727,0.8,3392,2.8
30504113407,40,3033,1223,483,3968,0.8,3208,3
30504113408,46,2292,1312,508,3042,0.7,2175,2.1
30504113409,37,2694,1242,455,3471,0.8,3068,2.6
30504113410,38,3000,1527,393,4538,0.8,3921,2.9
30504113411,34,3043,1101,410,3931,0.8,3291,2.9
30504113412,35,3000,1523,510,4550,0.8,3536,2.9
30504113413,38,2788,1412,555,3928,0.8,3218,2.9
30504113414,40,3000,1381,500,3949,0.8,3550,2.9
30504113415,41,3400,1504,560,4763,0.8,4571,3
30504113416,40,2600,1116,600,4125,0.8,3437,3
30504113417,35,3033,1256,350,4905,0.8,3463,2.8
30504113418,33,2800,1139,440,3531,0.9,3214,3
30504113419,44,2796,1135,453,4575,0.8,3392,2.9
30504113420,32,3400,1350,700,5152,0.8,4881,3
30504113421,41,2936,1345,433,4550,0.8,3639,2.8
30504113422,35,3033,1302,475,4714,0.9,3963,3.1
30504113501,34,1733,1086,420,2650,0.8,2013,1.9
30504113502,33,2817,1237,535,3750,0.9,2905,2.8
30504113503,35,2269,1269,420,3799,0.7,2374,2.3
30504113504,33,2570,1029,360,3214,0.8,1892,2.1
30504113505,28,2698,954,485,3187,0.9,2833,2.9
30504113506,31,2384,1176,377,3518,0.9,2162,2.3
30504113507,36,2600,1111,315,3392,0.9,2481,2.4
30504113508,33,2040,1132,490,3083,0.8,2392,2.5
30504113509,35,2400,1258,440,3928,0.8,2849,2.4
30504113510,33,2161,1325,425,3524,0.8,2395,2.1
30504113511,33,3000,1447,500,4444,0.8,3062,2.6
30504113512,36,3000,1437,460,3849,0.8,2708,2.4
30504113513,36,3000,1352,600,3916,0.8,3471,2.8
30504113514,33,2800,1112,460,3333,0.9,2789,2.8
30504113516,31,2167,1026,350,2454,0.9,2078,2.5
30504113517,32,2600,1322,540,3181,0.8,2636,2.5
30504113518,36,3250,1441,595,4528,0.8,4227,3
30504113519,34,3000,1278,543,3971,0.8,3250,2.8
30504113520,34,2817,1416,540,4031,0.7,3194,2.4
30504113521,39,3117,1542,550,4583,0.8,3714,2.7
30504113522,32,2817,1322,478,3523,0.8,2866,2.5
30504113523,38,2500,1283,450,3874,0.8,2379,2.5
