route_id	service_id	trip_id	trip_headsign	direction_id	block_id	shape_id
230-3396	BT 23_24-35212	26612656-BT 23_24-35212	"Balmoral, Apollo Rd"	1		2300011
138-3396	BT 23_24-35212	26612657-BT 23_24-35212	"Riverside, Creek St"	0		1380001
212-3396	BT 23_24-35212	26612658-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		2120006
230-3396	BT 23_24-35212	26612659-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		2300015
227-3396	BT 23_24-35212	26612660-BT 23_24-35212	"City, Edward St"	0		2270003
346-3396	BT 23_24-35212	26612661-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3460031
113-3396	BT 23_24-35212	26612662-BT 23_24-35212	"City, Eagle St at Riverside"	0		1130012
444-3396	BT 23_24-35212	26612663-BT 23_24-35212	Queensland Theatre	0		4440024
590-3396	BT 23_24-35212	26612664-BT 23_24-35212	Toombul Interchange	0		5900004
599-3396	BT 23_24-35212	26612665-BT 23_24-35212	Chermside Interchange	0		5990014
172-3396	BT 23_24-35212	26612666-BT 23_24-35212	"City, Eagle St at Riverside"	0		1720011
598-3396	BT 23_24-35212	26612667-BT 23_24-35212	Chermside Interchange	1		5980012
200-3396	BT 23_24-35212	26612668-BT 23_24-35212	Queen Street station	0		2000004
204-3396	BT 23_24-35212	26612669-BT 23_24-35212	"Carina, Clem Jones Centre"	1		2040630
340-3396	BT 23_24-35212	26612670-BT 23_24-35212	Woolloongabba station	0		3400007
599-3396	BT 23_24-35212	26612671-BT 23_24-35212	Garden City interchange	0		5990020
196-3396	BT 23_24-35212	26612672-BT 23_24-35212	Fairfield Gardens	1		1960034
60-3396	BT 23_24-35212	26612673-BT 23_24-35212	Teneriffe Ferry	0		600061
369-3396	BT 23_24-35212	26612674-BT 23_24-35212	Mitchelton station	1		3690003
369-3396	BT 23_24-35212	26612675-BT 23_24-35212	Toombul Interchange	0		3690001
222-3396	BT 23_24-35212	26612676-BT 23_24-35212	Roma Street station	0		2220003
P205-3396	BT 23_24-35212	26612677-BT 23_24-35212	"City, Queen St"	0		P2050039
320-3396	BT 23_24-35212	26612678-BT 23_24-35212	"City, Edward St"	0		3200003
470-3396	BT 23_24-35212	26612679-BT 23_24-35212	Teneriffe Ferry	0		4700008
P455-3396	BT 23_24-35212	26612680-BT 23_24-35212	"City, Eagle St Pier"	0		P4550001
345-3396	BT 23_24-35212	26612681-BT 23_24-35212	Cultural Centre station	0		3450012
196-3396	BT 23_24-35212	26612682-BT 23_24-35212	"New Farm, Mountford Rd"	0		1960035
370-3396	BT 23_24-35212	26612683-BT 23_24-35212	"City, Herschel St"	0		3700012
180-3396	BT 23_24-35212	26612684-BT 23_24-35212	Garden City interchange	1		1800003
130-3396	BT 23_24-35212	26612685-BT 23_24-35212	Queen Street station	0		1300006
140-3396	BT 23_24-35212	26612686-BT 23_24-35212	Queen Street station	0		1400017
100-3396	BT 23_24-35212	26612687-BT 23_24-35212	Queen Street station	0		1000009
335-3396	BT 23_24-35212	26612688-BT 23_24-35212	"City, Queen St"	0		3350008
111-3396	BT 23_24-35212	26612689-BT 23_24-35212	Eight Mile Plains station	1		1110007
120-3396	BT 23_24-35212	26612690-BT 23_24-35212	Queen Street station	0		1200005
60-3396	BT 23_24-35212	26612691-BT 23_24-35212	West End Ferry	1		600059
175-3396	BT 23_24-35212	26612692-BT 23_24-35212	"Fortitude Valley, Warner St"	0		1750008
350-3396	BT 23_24-35212	26612693-BT 23_24-35212	"City, Queen St"	0		3500009
116-3396	BT 23_24-35212	26612694-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		1160027
453-3396	BT 23_24-35212	26612695-BT 23_24-35212	Queen Street station	0		4530018
150-3396	BT 23_24-35212	26612696-BT 23_24-35212	Queen Street station	0		1500016
598-3396	BT 23_24-35212	26612697-BT 23_24-35212	Chermside Interchange	1		5980011
104-3396	BT 23_24-35212	26612698-BT 23_24-35212	PA Hospital station	0		1040017
385-3396	BT 23_24-35212	26612699-BT 23_24-35212	Cultural Centre station	0		3850017
61-3396	BT 23_24-35212	26612700-BT 23_24-35212	Coorparoo Junction	0		610016
599-3396	BT 23_24-35212	26612701-BT 23_24-35212	Dean St	0		5990022
412-3396	BT 23_24-35212	26612702-BT 23_24-35212	"City, Roma St"	0		4120001
302-3396	BT 23_24-35212	26612703-BT 23_24-35212	Fison Ave	1		3020021
61-3396	BT 23_24-35212	26612704-BT 23_24-35212	Ashgrove Village	1		610018
170-3396	BT 23_24-35212	26612705-BT 23_24-35212	Queen Street station	0		1700002
180-3396	BT 23_24-35212	26612706-BT 23_24-35212	Queen Street station	0		1800002
375-3396	BT 23_24-35212	26612707-BT 23_24-35212	Bardon	0		3750013
598-3396	BT 23_24-35212	26612708-BT 23_24-35212	Chermside Interchange	1		5980014
203-3396	BT 23_24-35212	26612709-BT 23_24-35212	"Fortitude Valley, Warner St"	0		2030025
360-3396	BT 23_24-35212	26612710-BT 23_24-35212	"City, Queen St"	0		3600019
174-3396	BT 23_24-35212	26612711-BT 23_24-35212	Garden City interchange	1		1740012
310-3396	BT 23_24-35212	26612712-BT 23_24-35212	"City, Queen St"	0		3100014
444-3396	BT 23_24-35212	26612713-BT 23_24-35212	Queensland Theatre	0		4440024
185-3396	BT 23_24-35212	26612714-BT 23_24-35212	Garden City interchange	1		1850006
330-3396	BT 23_24-35212	26612715-BT 23_24-35212	Cultural Centre station	0		3300027
353-3396	BT 23_24-35212	26612716-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3530042
110-3396	BT 23_24-35212	26612717-BT 23_24-35212	Queen Street station	0		1100003
329-3396	BT 23_24-35212	26612718-BT 23_24-35212	Carseldine station	0		3290005
333-3396	BT 23_24-35212	26612719-BT 23_24-35212	Chermside Interchange	1		3330020
222-3396	BT 23_24-35212	26612720-BT 23_24-35212	Carindale interchange	1		2220002
370-3396	BT 23_24-35212	26612721-BT 23_24-35212	Chermside Interchange	1		3700011
340-3396	BT 23_24-35212	26612722-BT 23_24-35212	Woolloongabba station	0		3400007
375-3396	BT 23_24-35212	26612723-BT 23_24-35212	Stafford City	1		3750011
397-3396	BT 23_24-35212	26612724-BT 23_24-35212	Ferny Grove station	1		3970004
60-3396	BT 23_24-35212	26612725-BT 23_24-35212	Teneriffe Ferry	0		600061
322-3396	BT 23_24-35212	26612726-BT 23_24-35212	Cultural Centre station	0		3220019
357-3396	BT 23_24-35212	26612727-BT 23_24-35212	"City, Queen St"	0		3570010
452-3396	BT 23_24-35212	26612728-BT 23_24-35212	Darra station	0		4520001
111-3396	BT 23_24-35212	26612729-BT 23_24-35212	Roma Street station	0		1110008
222-3396	BT 23_24-35212	26612730-BT 23_24-35212	Roma Street station	0		2220003
199-3396	BT 23_24-35212	26612731-BT 23_24-35212	"Teneriffe, Commercial Rd"	0		1990020
199-3396	BT 23_24-35212	26612732-BT 23_24-35212	West End Ferry	1		1990021
P205-3396	BT 23_24-35212	26612733-BT 23_24-35212	"City, Queen St"	0		P2050039
333-3396	BT 23_24-35212	26612734-BT 23_24-35212	Cultural Centre station	0		3330018
77-3396	BT 23_24-35212	26612735-BT 23_24-35212	"Chermside, Hamilton Rd"	0		770001
345-3396	BT 23_24-35212	26612736-BT 23_24-35212	Cultural Centre station	0		3450012
300-3396	BT 23_24-35212	26612737-BT 23_24-35212	Cultural Centre station	0		3000003
138-3396	BT 23_24-35212	26612738-BT 23_24-35212	"Riverside, Creek St"	0		1380001
454-3396	BT 23_24-35212	26612739-BT 23_24-35212	Queen Street station	0		4540007
227-3396	BT 23_24-35212	26612740-BT 23_24-35212	"City, Edward St"	0		2270003
130-3396	BT 23_24-35212	26612741-BT 23_24-35212	Queen Street station	0		1300006
P141-3396	BT 23_24-35212	26612742-BT 23_24-35212	"City, Creek St"	0		P1410006
325-3396	BT 23_24-35212	26612743-BT 23_24-35212	Boondall station	1		3250005
100-3396	BT 23_24-35212	26612744-BT 23_24-35212	Queen Street station	0		1000009
204-3396	BT 23_24-35212	26612745-BT 23_24-35212	"Fortitude Valley, Warner St"	0		2040628
174-3396	BT 23_24-35212	26612746-BT 23_24-35212	"Fortitude Valley, Warner St"	0		1740008
125-3396	BT 23_24-35212	26612747-BT 23_24-35212	Garden City interchange	1		1250019
60-3396	BT 23_24-35212	26612748-BT 23_24-35212	West End Ferry	1		600059
445-3396	BT 23_24-35212	26612749-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		4450042
200-3396	BT 23_24-35212	26612750-BT 23_24-35212	Queen Street station	0		2000004
150-3396	BT 23_24-35212	26612751-BT 23_24-35212	Queen Street station	0		1500016
61-3396	BT 23_24-35212	26612752-BT 23_24-35212	Coorparoo Junction	0		610016
196-3396	BT 23_24-35212	26612753-BT 23_24-35212	Fairfield Gardens	1		1960034
322-3396	BT 23_24-35212	26612754-BT 23_24-35212	Chermside Interchange	1		3220017
192-3396	BT 23_24-35212	26612755-BT 23_24-35212	"City, Adelaide St"	0		1920045
475-3396	BT 23_24-35212	26612756-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		4750012
61-3396	BT 23_24-35212	26612757-BT 23_24-35212	Ashgrove Village	1		610018
P137-3396	BT 23_24-35212	26612758-BT 23_24-35212	"Riverside, Creek St"	0		P1370063
380-3396	BT 23_24-35212	26612759-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		3800014
372-3396	BT 23_24-35212	26612760-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3720001
196-3396	BT 23_24-35212	26612761-BT 23_24-35212	"New Farm, Mountford Rd"	0		1960035
235-3396	BT 23_24-35212	26612762-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		2350018
598-3396	BT 23_24-35212	26612763-BT 23_24-35212	Garden City interchange	1		5980009
P455-3396	BT 23_24-35212	26612764-BT 23_24-35212	"City, Eagle St Pier"	0		P4550001
180-3396	BT 23_24-35212	26612765-BT 23_24-35212	Garden City interchange	1		1800003
180-3396	BT 23_24-35212	26612766-BT 23_24-35212	Queen Street station	0		1800002
125-3396	BT 23_24-35212	26612767-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		1250014
112-3396	BT 23_24-35212	26612768-BT 23_24-35212	"City, Eagle St at Riverside"	0		1120004
232-3396	BT 23_24-35212	26612769-BT 23_24-35212	"City, Edward St"	0		2320007
118-3396	BT 23_24-35212	26612770-BT 23_24-35212	"Riverside, Creek St"	0		1180004
100-3396	BT 23_24-35212	26612771-BT 23_24-35212	Forest Lake Village	1		1000010
140-3396	BT 23_24-35212	26612772-BT 23_24-35212	Queen Street station	0		1400017
330-3396	BT 23_24-35212	26612773-BT 23_24-35212	Cultural Centre station	0		3300027
444-3396	BT 23_24-35212	26612774-BT 23_24-35212	Queensland Theatre	0		4440024
325-3396	BT 23_24-35212	26612775-BT 23_24-35212	"City, Queen St"	0		3250007
335-3396	BT 23_24-35212	26612776-BT 23_24-35212	"City, Queen St"	0		3350008
396-3396	BT 23_24-35212	26612777-BT 23_24-35212	Mitchelton station	0		3960003
111-3396	BT 23_24-35212	26612778-BT 23_24-35212	Eight Mile Plains station	1		1110007
425-3396	BT 23_24-35212	26612779-BT 23_24-35212	Queen Street station	0		4250014
120-3396	BT 23_24-35212	26612780-BT 23_24-35212	Queen Street station	0		1200005
599-3396	BT 23_24-35212	26612781-BT 23_24-35212	Garden City interchange	0		5990023
467-3396	BT 23_24-35212	26612782-BT 23_24-35212	Mt Ommaney Shopping Centre	0		4670039
370-3396	BT 23_24-35212	26612783-BT 23_24-35212	"City, Herschel St"	0		3700012
340-3396	BT 23_24-35212	26612784-BT 23_24-35212	Woolloongabba station	0		3400007
346-3396	BT 23_24-35212	26612785-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3460031
185-3396	BT 23_24-35212	26612786-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		1850007
598-3396	BT 23_24-35212	26612787-BT 23_24-35212	Indooroopilly Interchange	1		5980010
451-3396	BT 23_24-35212	26612788-BT 23_24-35212	Darra station	0		4510012
377-3396	BT 23_24-35212	26612789-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3770003
60-3396	BT 23_24-35212	26612790-BT 23_24-35212	Teneriffe Ferry	0		600061
P344-3396	BT 23_24-35212	26612791-BT 23_24-35212	"City, George St"	0		P3440009
412-3396	BT 23_24-35212	26612792-BT 23_24-35212	St Lucia South	1		4120002
385-3396	BT 23_24-35212	26612793-BT 23_24-35212	Cultural Centre station	0		3850017
153-3396	BT 23_24-35212	26612794-BT 23_24-35212	"Riverside, Creek St"	0		1530005
412-3396	BT 23_24-35212	26612795-BT 23_24-35212	"City, Roma St"	0		4120001
60-3396	BT 23_24-35212	26612796-BT 23_24-35212	West End Ferry	1		600059
369-3396	BT 23_24-35212	26612797-BT 23_24-35212	Mitchelton station	1		3690003
411-3396	BT 23_24-35212	26612798-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		4110041
111-3396	BT 23_24-35212	26612799-BT 23_24-35212	Roma Street station	0		1110008
390-3396	BT 23_24-35212	26612800-BT 23_24-35212	Brookside Shopping Centre	1		3900008
222-3396	BT 23_24-35212	26612801-BT 23_24-35212	Roma Street station	0		2220003
369-3396	BT 23_24-35212	26612802-BT 23_24-35212	Toombul Interchange	0		3690001
199-3396	BT 23_24-35212	26612803-BT 23_24-35212	West End Ferry	1		1990021
303-3396	BT 23_24-35212	26612804-BT 23_24-35212	Pinkenba Primary	0		3030028
P205-3396	BT 23_24-35212	26612805-BT 23_24-35212	"City, Queen St"	0		P2050039
333-3396	BT 23_24-35212	26612806-BT 23_24-35212	Cultural Centre station	0		3330018
321-3396	BT 23_24-35212	26612807-BT 23_24-35212	"City, Queen St"	0		3210004
235-3396	BT 23_24-35212	26612808-BT 23_24-35212	"Balmoral, Apollo Rd"	1		2350014
390-3396	BT 23_24-35212	26612809-BT 23_24-35212	"City, Queen St"	0		3900012
320-3396	BT 23_24-35212	26612810-BT 23_24-35212	"City, Edward St"	0		3200003
P443-3396	BT 23_24-35212	26612811-BT 23_24-35212	Queen Street station	0		P4430004
301-3396	BT 23_24-35212	26612812-BT 23_24-35212	Cultural Centre station	0		3010004
175-3396	BT 23_24-35212	26612813-BT 23_24-35212	Garden City interchange	1		1750012
345-3396	BT 23_24-35212	26612814-BT 23_24-35212	Cultural Centre station	0		3450012
202-3396	BT 23_24-35212	26612815-BT 23_24-35212	"City, Eagle St at Riverside"	0		2020020
175-3396	BT 23_24-35212	26612816-BT 23_24-35212	"Fortitude Valley, Warner St"	0		1750008
433-3396	BT 23_24-35212	26612817-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		4330026
135-3396	BT 23_24-35212	26612818-BT 23_24-35212	Queen Street station	0		1350012
100-3396	BT 23_24-35212	26612819-BT 23_24-35212	Queen Street station	0		1000009
353-3396	BT 23_24-35212	26612820-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3530042
359-3396	BT 23_24-35212	26612821-BT 23_24-35212	"City, Queen St"	0		3590012
130-3396	BT 23_24-35212	26612822-BT 23_24-35212	Queen Street station	0		1300006
P221-3396	BT 23_24-35212	26612823-BT 23_24-35212	"City, Ann St Stop 10A at King George Sq"	0		P2210004
460-3396	BT 23_24-35212	26612824-BT 23_24-35212	Queen Street station	0		4600035
467-3396	BT 23_24-35212	26612825-BT 23_24-35212	Oxley station	1		4670038
393-3396	BT 23_24-35212	26612826-BT 23_24-35212	Teneriffe Ferry	0		3930001
222-3396	BT 23_24-35212	26612827-BT 23_24-35212	Carindale interchange	1		2220002
333-3396	BT 23_24-35212	26612828-BT 23_24-35212	Chermside Interchange	1		3330020
306-3396	BT 23_24-35212	26612829-BT 23_24-35212	Toombul interchange	1		3060067
300-3396	BT 23_24-35212	26612830-BT 23_24-35212	Toombul Interchange	1		3000013
320-3396	BT 23_24-35212	26612831-BT 23_24-35212	Chermside Interchange	1		3200005
210-3396	BT 23_24-35212	26612832-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		2100016
452-3396	BT 23_24-35212	26612833-BT 23_24-35212	Darra station	0		4520001
161-3396	BT 23_24-35212	26612834-BT 23_24-35212	Queen Street station	0		1610002
200-3396	BT 23_24-35212	26612835-BT 23_24-35212	Queen Street station	0		2000004
435-3396	BT 23_24-35212	26612836-BT 23_24-35212	Queen Street station	0		4350019
P331-3396	BT 23_24-35212	26612837-BT 23_24-35212	"City, George St"	0		P3310007
598-3396	BT 23_24-35212	26612838-BT 23_24-35212	Indooroopilly Interchange	1		5980013
303-3396	BT 23_24-35212	26612839-BT 23_24-35212	Doomben station	1		3030027
599-3396	BT 23_24-35212	26612840-BT 23_24-35212	Garden City interchange	0		5990020
352-3396	BT 23_24-35212	26612841-BT 23_24-35212	"City, Queen St"	0		3520009
152-3396	BT 23_24-35212	26612842-BT 23_24-35212	Garden City interchange	0		1520004
431-3396	BT 23_24-35212	26612843-BT 23_24-35212	Queen Street station	0		4310001
136-3396	BT 23_24-35212	26612844-BT 23_24-35212	"Spring Hill, The Ridge"	0		1360002
204-3396	BT 23_24-35212	26612845-BT 23_24-35212	"Fortitude Valley, Warner St"	0		2040628
150-3396	BT 23_24-35212	26612846-BT 23_24-35212	Queen Street station	0		1500016
357-3396	BT 23_24-35212	26612847-BT 23_24-35212	"City, Queen St"	0		3570009
599-3396	BT 23_24-35212	26612848-BT 23_24-35212	Chermside Interchange	0		5990014
61-3396	BT 23_24-35212	26612849-BT 23_24-35212	Coorparoo Junction	0		610016
213-3396	BT 23_24-35212	26612850-BT 23_24-35212	Carindale interchange	1		2130040
385-3396	BT 23_24-35212	26612851-BT 23_24-35212	The Gap park 'n' ride	1		3850018
302-3396	BT 23_24-35212	26612852-BT 23_24-35212	Fison Ave	1		3020021
199-3396	BT 23_24-35212	26612853-BT 23_24-35212	"Teneriffe, Commercial Rd"	0		1990020
61-3396	BT 23_24-35212	26612854-BT 23_24-35212	Ashgrove Village	1		610018
P137-3396	BT 23_24-35212	26612855-BT 23_24-35212	"Riverside, Creek St"	0		P1370063
470-3396	BT 23_24-35212	26612856-BT 23_24-35212	Toowong Village	1		4700013
77-3396	BT 23_24-35212	26612857-BT 23_24-35212	"Chermside, Hamilton Rd"	0		770001
338-3396	BT 23_24-35212	26612858-BT 23_24-35212	Chermside Shopping Centre	0		3380022
180-3396	BT 23_24-35212	26612859-BT 23_24-35212	Queen Street station	0		1800002
138-3396	BT 23_24-35212	26612860-BT 23_24-35212	"Riverside, Creek St"	0		1380001
234-3396	BT 23_24-35212	26612861-BT 23_24-35212	Woolloongabba to City loop	0		2340003
334-3396	BT 23_24-35212	26612862-BT 23_24-35212	"City, City Hall"	0		3340004
360-3396	BT 23_24-35212	26612863-BT 23_24-35212	Brookside Shopping Centre	1		3600018
171-3396	BT 23_24-35212	26612864-BT 23_24-35212	"Fortitude Valley, Warner St"	0		1710001
117-3396	BT 23_24-35212	26612865-BT 23_24-35212	Woolloongabba station	0		1170001
375-3396	BT 23_24-35212	26612866-BT 23_24-35212	Bardon	0		3750013
351-3396	BT 23_24-35212	26612867-BT 23_24-35212	"City, Queen St"	0		3510004
113-3396	BT 23_24-35212	26612868-BT 23_24-35212	"City, Eagle St at Riverside"	0		1130012
P141-3396	BT 23_24-35212	26612869-BT 23_24-35212	"City, Creek St"	0		P1410006
375-3396	BT 23_24-35212	26612870-BT 23_24-35212	Stafford City	1		3750011
215-3396	BT 23_24-35212	26612871-BT 23_24-35212	Queen Street station	0		2150016
P206-3396	BT 23_24-35212	26612872-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		P2060004
227-3396	BT 23_24-35212	26612873-BT 23_24-35212	"City, Edward St"	0		2270003
590-3396	BT 23_24-35212	26612874-BT 23_24-35212	Toombul Interchange	0		5900004
330-3396	BT 23_24-35212	26612875-BT 23_24-35212	Cultural Centre station	0		3300027
444-3396	BT 23_24-35212	26612876-BT 23_24-35212	Queensland Theatre	0		4440024
115-3396	BT 23_24-35212	26612877-BT 23_24-35212	Queen Street station	0		1150002
397-3396	BT 23_24-35212	26612878-BT 23_24-35212	Ferny Grove station	1		3970004
120-3396	BT 23_24-35212	26612879-BT 23_24-35212	Queen Street station	0		1200005
330-3396	BT 23_24-35212	26612880-BT 23_24-35212	"Bracken Ridge, Quinlan St"	1		3300025
379-3396	BT 23_24-35212	26612881-BT 23_24-35212	"City, Adelaide St"	1		3790012
60-3396	BT 23_24-35212	26612882-BT 23_24-35212	Teneriffe Ferry	0		600061
415-3396	BT 23_24-35212	26612883-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		4150007
381-3396	BT 23_24-35212	26612884-BT 23_24-35212	"Spring Hill, Wickham Tce"	0		3810012
185-3396	BT 23_24-35212	26612885-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		1850008
204-3396	BT 23_24-35212	26612886-BT 23_24-35212	"Carina, Clem Jones Centre"	1		2040630
340-3396	BT 23_24-35212	26612887-BT 23_24-35212	Woolloongabba station	0		3400007
174-3396	BT 23_24-35212	26612888-BT 23_24-35212	"Fortitude Valley, Warner St"	0		1740008
453-3396	BT 23_24-35212	26612889-BT 23_24-35212	Queen Street station	0		4530018
470-3396	BT 23_24-35212	26612890-BT 23_24-35212	Teneriffe Ferry	0		4700008
196-3396	BT 23_24-35212	26612891-BT 23_24-35212	Fairfield Gardens	1		1960034
153-3396	BT 23_24-35212	26612892-BT 23_24-35212	"Riverside, Creek St"	0		1530005
184-3396	BT 23_24-35212	26612893-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		1840007
412-3396	BT 23_24-35212	26612894-BT 23_24-35212	"City, Roma St"	0		4120001
209-3396	BT 23_24-35212	26612895-BT 23_24-35212	UQ Lakes station	0		2090017
160-3396	BT 23_24-35212	26612896-BT 23_24-35212	Queen Street station	0		1600002
111-3396	BT 23_24-35212	26612897-BT 23_24-35212	Roma Street station	0		1110008
60-3396	BT 23_24-35212	26612898-BT 23_24-35212	West End Ferry	1		600059
222-3396	BT 23_24-35212	26612899-BT 23_24-35212	Roma Street station	0		2220003
345-3396	BT 23_24-35212	26612900-BT 23_24-35212	Aspley Hypermarket	1		3450009
333-3396	BT 23_24-35212	26612901-BT 23_24-35212	Cultural Centre station	0		3330018
P205-3396	BT 23_24-35212	26612902-BT 23_24-35212	"City, Queen St"	0		P2050039
199-3396	BT 23_24-35212	26612903-BT 23_24-35212	West End Ferry	1		1990021
300-3396	BT 23_24-35212	26612904-BT 23_24-35212	Cultural Centre station	0		3000003
P455-3396	BT 23_24-35212	26612905-BT 23_24-35212	"City, Eagle St Pier"	0		P4550001
180-3396	BT 23_24-35212	26612906-BT 23_24-35212	Garden City interchange	1		1800003
196-3396	BT 23_24-35212	26612907-BT 23_24-35212	"New Farm, Mountford Rd"	0		1960035
345-3396	BT 23_24-35212	26612908-BT 23_24-35212	Cultural Centre station	0		3450012
P179-3396	BT 23_24-35212	26612909-BT 23_24-35212	"City, Eagle St at Riverside"	0		P1790001
P443-3396	BT 23_24-35212	26612910-BT 23_24-35212	Queen Street station	0		P4430004
118-3396	BT 23_24-35212	26612911-BT 23_24-35212	"Riverside, Creek St"	0		1180004
100-3396	BT 23_24-35212	26612912-BT 23_24-35212	Forest Lake Village	1		1000010
184-3396	BT 23_24-35212	26612913-BT 23_24-35212	Garden City interchange	1		1840006
360-3396	BT 23_24-35212	26612914-BT 23_24-35212	"City, Queen St"	0		3600020
130-3396	BT 23_24-35212	26612915-BT 23_24-35212	Queen Street station	0		1300006
590-3396	BT 23_24-35212	26612916-BT 23_24-35212	Garden City interchange	1		5900003
100-3396	BT 23_24-35212	26612917-BT 23_24-35212	Queen Street station	0		1000009
310-3396	BT 23_24-35212	26612918-BT 23_24-35212	"City, Queen St"	0		3100014
110-3396	BT 23_24-35212	26612919-BT 23_24-35212	Queen Street station	0		1100003
325-3396	BT 23_24-35212	26612920-BT 23_24-35212	"City, Queen St"	0		3250007
335-3396	BT 23_24-35212	26612921-BT 23_24-35212	"City, Queen St"	0		3350008
305-3396	BT 23_24-35212	26612922-BT 23_24-35212	"City, Adelaide St"	0		3050011
111-3396	BT 23_24-35212	26612923-BT 23_24-35212	Eight Mile Plains station	1		1110007
156-3396	BT 23_24-35212	26612924-BT 23_24-35212	"City, Eagle St at Riverside"	0		1560001
P341-3396	BT 23_24-35212	26612925-BT 23_24-35212	"City, George St"	0		P3410004
200-3396	BT 23_24-35212	26612926-BT 23_24-35212	Queen Street station	0		2000004
P331-3396	BT 23_24-35212	26612927-BT 23_24-35212	"City, George St"	0		P3310007
346-3396	BT 23_24-35212	26612928-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3460031
382-3396	BT 23_24-35212	26612929-BT 23_24-35212	"City, Eagle St Pier"	0		3820001
P426-3396	BT 23_24-35212	26612930-BT 23_24-35212	Queen Street station	0		P4260001
370-3396	BT 23_24-35212	26612931-BT 23_24-35212	"City, Herschel St"	0		3700012
599-3396	BT 23_24-35212	26612932-BT 23_24-35212	Dean St	0		5990022
379-3396	BT 23_24-35212	26612933-BT 23_24-35212	"Grange, Thomas St"	0		3790040
150-3396	BT 23_24-35212	26612934-BT 23_24-35212	Queen Street station	0		1500016
412-3396	BT 23_24-35212	26612935-BT 23_24-35212	St Lucia South	1		4120002
104-3396	BT 23_24-35212	26612936-BT 23_24-35212	PA Hospital station	0		1040017
378-3396	BT 23_24-35212	26612937-BT 23_24-35212	Elizabeth Street Stop 87 near Edward St	0		3780005
385-3396	BT 23_24-35212	26612938-BT 23_24-35212	Cultural Centre station	0		3850017
61-3396	BT 23_24-35212	26612939-BT 23_24-35212	Coorparoo Junction	0		610016
411-3396	BT 23_24-35212	26612940-BT 23_24-35212	University of Queensland	1		4110038
192-3396	BT 23_24-35212	26612941-BT 23_24-35212	"City, Adelaide St"	0		1920045
60-3396	BT 23_24-35212	26612942-BT 23_24-35212	Teneriffe Ferry	0		600061
P217-3396	BT 23_24-35212	26612943-BT 23_24-35212	"City, Queen St"	0		P2170002
199-3396	BT 23_24-35212	26612944-BT 23_24-35212	"Teneriffe, Commercial Rd"	0		1990020
P137-3396	BT 23_24-35212	26612945-BT 23_24-35212	"Riverside, Creek St"	0		P1370063
61-3396	BT 23_24-35212	26612946-BT 23_24-35212	Ashgrove Village	1		610018
320-3396	BT 23_24-35212	26612947-BT 23_24-35212	"City, Edward St"	0		3200003
117-3396	BT 23_24-35212	26612948-BT 23_24-35212	"Acacia Ridge East, Mitchell St"	1		1170004
212-3396	BT 23_24-35212	26612949-BT 23_24-35212	"Fortitude Valley, Ballow St"	0		2120006
P201-3396	BT 23_24-35212	26612950-BT 23_24-35212	"City, Eagle St at Riverside"	0		P2010002
120-3396	BT 23_24-35212	26612951-BT 23_24-35212	Garden City interchange	1		1200007
180-3396	BT 23_24-35212	26612952-BT 23_24-35212	Queen Street station	0		1800002
444-3396	BT 23_24-35212	26612953-BT 23_24-35212	"Moggill, Moggill Rd"	1		4440023
P141-3396	BT 23_24-35212	26612954-BT 23_24-35212	"City, Creek St"	0		P1410006
203-3396	BT 23_24-35212	26612955-BT 23_24-35212	"Fortitude Valley, Warner St"	0		2030025
230-3396	BT 23_24-35212	26612956-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		2300013
P206-3396	BT 23_24-35212	26612957-BT 23_24-35212	"Fortitude Valley, Brunswick St"	0		P2060004
351-3396	BT 23_24-35212	26612958-BT 23_24-35212	"City, Queen St"	0		3510004
359-3396	BT 23_24-35212	26612959-BT 23_24-35212	"City, Queen St"	0		3590012
454-3396	BT 23_24-35212	26612960-BT 23_24-35212	Queen Street station	0		4540007
330-3396	BT 23_24-35212	26612961-BT 23_24-35212	Cultural Centre station	0		3300027
100-3396	BT 23_24-35212	26612962-BT 23_24-35212	Queen Street station	0		1000009
